"","DR_NO","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","LAT","LON"
"149",222109247,"05/17/2022 12:00:00 AM",200,21,"Topanga",626,"INTIMATE PARTNER - SIMPLE ASSAULT",43,"F","H",501,"SINGLE FAMILY DWELLING",34.1938,-118.5884
"150",232010261,"05/15/2023 12:00:00 AM",1740,20,"Olympic",310,"BURGLARY",0,"X","X",203,"OTHER BUSINESS",34.0418,-118.3134
"151",210409144,"05/23/2021 12:00:00 AM",2350,4,"Hollenbeck",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,"M","H",102,"SIDEWALK",34.036,-118.2242
"152",211320353,"12/14/2021 12:00:00 AM",1633,13,"Newton",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",30,"M","B",202,"LIQUOR STORE",33.9939,-118.2783
"153",230506890,"03/20/2023 12:00:00 AM",1808,5,"Harbor",901,"VIOLATION OF RESTRAINING ORDER",21,"M","H",501,"SINGLE FAMILY DWELLING",33.862,-118.2905
"154",210908915,"05/04/2021 12:00:00 AM",1220,9,"Van Nuys",354,"THEFT OF IDENTITY",48,"F","H",501,"SINGLE FAMILY DWELLING",34.1867,-118.4293
"155",221910070,"05/28/2022 12:00:00 AM",1940,19,"Mission",624,"BATTERY - SIMPLE ASSAULT",49,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.2337,-118.4654
"156",211005338,"02/14/2021 12:00:00 AM",30,10,"West Valley",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.1866,-118.4756
"157",240312336,"07/09/2024 12:00:00 AM",800,3,"Southwest",440,"THEFT PLAIN - PETTY ($950 & UNDER)",23,"X","X",116,"OTHER/OUTSIDE",34.0284,-118.2866
"158",231407547,"03/17/2023 12:00:00 AM",1000,14,"Pacific",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",33.9949,-118.4128
"159",221322181,"12/06/2022 12:00:00 AM",800,13,"Newton",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",34.0027,-118.2478
"160",230216103,"08/24/2023 12:00:00 AM",2020,2,"Rampart",624,"BATTERY - SIMPLE ASSAULT",53,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0763,-118.2982
"161",201225483,"11/30/2020 12:00:00 AM",940,12,"77th Street",626,"INTIMATE PARTNER - SIMPLE ASSAULT",49,"M","B",101,"STREET",33.9892,-118.2915
"162",232113953,"09/09/2023 12:00:00 AM",1145,21,"Topanga",888,"TRESPASSING",55,"F","W",501,"SINGLE FAMILY DWELLING",34.2298,-118.6472
"163",201113491,"09/11/2020 12:00:00 AM",850,11,"Northeast",485,"BIKE - ATTEMPTED STOLEN",60,"F","H",501,"SINGLE FAMILY DWELLING",34.1165,-118.235
"164",220406105,"03/05/2022 12:00:00 AM",2245,4,"Hollenbeck",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0453,-118.2219
"165",230118334,"08/19/2023 12:00:00 AM",1300,1,"Central",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",54,"M","H",101,"STREET",34.0433,-118.2488
"166",201410428,"05/04/2020 12:00:00 AM",2055,14,"Pacific",250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",0,"M","X",109,"PARK/PLAYGROUND",33.9976,-118.467
"167",200104853,"01/11/2020 12:00:00 AM",2100,1,"Central",440,"THEFT PLAIN - PETTY ($950 & UNDER)",26,"F","H",210,"RESTAURANT/FAST FOOD",34.0473,-118.2566
"168",201009824,"06/09/2020 12:00:00 AM",1310,10,"West Valley",626,"INTIMATE PARTNER - SIMPLE ASSAULT",42,"M","O",501,"SINGLE FAMILY DWELLING",34.1739,-118.5123
"169",220511683,"07/23/2022 12:00:00 AM",2000,5,"Harbor",510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT",33.746,-118.2804
"170",200515710,"10/23/2020 12:00:00 AM",1750,5,"Harbor",510,"VEHICLE - STOLEN",0,"","",101,"STREET",33.7759,-118.2582
"171",200207797,"03/15/2020 12:00:00 AM",600,2,"Rampart",440,"THEFT PLAIN - PETTY ($950 & UNDER)",40,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0589,-118.2821
"172",210816851,"11/21/2021 12:00:00 AM",1950,8,"West LA",647,"THROWING OBJECT AT MOVING VEHICLE",19,"F","W",101,"STREET",34.0382,-118.3772
"173",220117930,"08/09/2022 12:00:00 AM",1045,1,"Central",435,"LYNCHING",0,"X","X",725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",34.0539,-118.2436
"174",211911970,"08/11/2021 12:00:00 AM",830,19,"Mission",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",72,"M","H",101,"STREET",34.2104,-118.4309
"175",211420006,"10/14/2021 12:00:00 AM",1700,14,"Pacific",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",26,"F","O",501,"SINGLE FAMILY DWELLING",33.9938,-118.4718
"176",200614413,"08/23/2020 12:00:00 AM",2000,6,"Hollywood",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",33,"M","B",122,"VEHICLE, PASSENGER/TRUCK",34.0993,-118.3136
"177",222110432,"06/11/2022 12:00:00 AM",1803,21,"Topanga",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",50,"M","W",404,"DEPARTMENT STORE",34.1923,-118.6059
"178",220314629,"07/02/2022 12:00:00 AM",910,3,"Southwest",354,"THEFT OF IDENTITY",37,"F","B",504,"OTHER RESIDENCE",34.0163,-118.3507
"179",210816029,"11/03/2021 12:00:00 AM",355,8,"West LA",480,"BIKE - STOLEN",52,"F","W",501,"SINGLE FAMILY DWELLING",34.0407,-118.5195
"180",200614862,"09/03/2020 12:00:00 AM",5,6,"Hollywood",210,"ROBBERY",20,"M","A",101,"STREET",34.0907,-118.3384
"181",212010960,"06/28/2021 12:00:00 AM",1410,20,"Olympic",648,"ARSON",0,"X","X",922,"MTA - PURPLE LINE - WILSHIRE/WESTERN",34.0617,-118.3091
"182",241006425,"02/20/2024 12:00:00 AM",1500,10,"West Valley",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",70,"F","W",501,"SINGLE FAMILY DWELLING",34.1378,-118.4847
"183",200715659,"11/02/2020 12:00:00 AM",1610,7,"Wilshire",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"M","O",203,"OTHER BUSINESS",34.0734,-118.3765
"184",210507853,"04/11/2021 12:00:00 AM",1510,5,"Harbor",110,"CRIMINAL HOMICIDE",32,"M","H",101,"STREET",33.783,-118.2562
"185",220711352,"07/06/2022 12:00:00 AM",1525,7,"Wilshire",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",21,"X","X",230,"DAY CARE/ADULTS*",34.0483,-118.372
"186",201215897,"07/04/2020 12:00:00 AM",1500,12,"77th Street",761,"BRANDISH WEAPON",46,"M","B",501,"SINGLE FAMILY DWELLING",33.9674,-118.2652
"187",241506066,"02/11/2024 12:00:00 AM",2300,15,"N Hollywood",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.2048,-118.3905
"188",201212476,"05/08/2020 12:00:00 AM",1935,12,"77th Street",210,"ROBBERY",38,"M","H",101,"STREET",33.9655,-118.2871
"189",201015068,"11/14/2020 12:00:00 AM",2230,10,"West Valley",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.203,-118.5448
"190",230321442,"12/17/2023 12:00:00 AM",1600,3,"Southwest",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",36,"M","B",101,"STREET",34.0276,-118.3552
"191",201214853,"06/15/2020 12:00:00 AM",1625,12,"77th Street",440,"THEFT PLAIN - PETTY ($950 & UNDER)",34,"F","H",503,"HOTEL",33.9713,-118.2739
"192",221506135,"02/22/2022 12:00:00 AM",1050,15,"N Hollywood",626,"INTIMATE PARTNER - SIMPLE ASSAULT",75,"F","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1576,-118.39
"193",232104330,"01/09/2023 12:00:00 AM",1920,21,"Topanga",510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT",34.2199,-118.5951
"194",200116928,"08/25/2020 12:00:00 AM",1345,1,"Central",624,"BATTERY - SIMPLE ASSAULT",50,"F","H",101,"STREET",34.0367,-118.26
"195",240705155,"01/27/2024 12:00:00 AM",2139,7,"Wilshire",250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",71,"M","B",101,"STREET",34.0496,-118.3425
"196",211308107,"04/04/2021 12:00:00 AM",1815,13,"Newton",220,"ATTEMPTED ROBBERY",53,"F","H",101,"STREET",34.0127,-118.259
"197",220806863,"03/09/2022 12:00:00 AM",1435,8,"West LA",330,"BURGLARY FROM VEHICLE",31,"M","H",123,"PARKING UNDERGROUND/BUILDING",34.039,-118.44
"198",200320483,"11/14/2020 12:00:00 AM",1000,3,"Southwest",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",53,"M","H",122,"VEHICLE, PASSENGER/TRUCK",34.0146,-118.3078
"199",201615637,"12/13/2020 12:00:00 AM",1230,16,"Foothill",330,"BURGLARY FROM VEHICLE",35,"F","W",108,"PARKING LOT",34.2345,-118.2911
"200",230810718,"06/11/2023 12:00:00 AM",430,8,"West LA",510,"VEHICLE - STOLEN",0,"","",707,"GARAGE/CARPORT",34.0665,-118.4534
"201",220811556,"06/30/2022 12:00:00 AM",1311,8,"West LA",440,"THEFT PLAIN - PETTY ($950 & UNDER)",20,"F","C",504,"OTHER RESIDENCE",34.0673,-118.4534
"202",211510629,"01/08/2021 12:00:00 AM",1200,15,"N Hollywood",354,"THEFT OF IDENTITY",60,"F","O",501,"SINGLE FAMILY DWELLING",34.1775,-118.4053
"203",200606447,"01/31/2020 12:00:00 AM",2300,6,"Hollywood",810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",15,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0944,-118.331
"204",221017511,"12/09/2022 12:00:00 AM",1836,10,"West Valley",354,"THEFT OF IDENTITY",52,"F","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1667,-118.5244
"205",231415222,"07/31/2023 12:00:00 AM",1645,14,"Pacific",330,"BURGLARY FROM VEHICLE",53,"M","W",101,"STREET",33.9894,-118.4561
"206",210204231,"01/08/2021 12:00:00 AM",515,2,"Rampart",210,"ROBBERY",46,"M","H",101,"STREET",34.054,-118.2726
"207",201608517,"04/26/2020 12:00:00 AM",2130,16,"Foothill",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,"M","H",108,"PARKING LOT",34.2816,-118.42
"208",221105277,"02/04/2022 12:00:00 AM",255,11,"Northeast",310,"BURGLARY",0,"X","X",203,"OTHER BUSINESS",34.0971,-118.2592
"209",230510584,"07/01/2023 12:00:00 AM",1210,5,"Harbor",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",24,"M","H",101,"STREET",33.8703,-118.2821
"210",200810186,"06/01/2020 12:00:00 AM",1620,8,"West LA",330,"BURGLARY FROM VEHICLE",93,"F","W",503,"HOTEL",34.049,-118.4417
"211",200810157,"05/22/2020 12:00:00 AM",2115,8,"West LA",354,"THEFT OF IDENTITY",0,"X","X",501,"SINGLE FAMILY DWELLING",34.0571,-118.4315
"212",201200840,"08/25/2020 12:00:00 AM",1900,12,"77th Street",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",34,"M","H",501,"SINGLE FAMILY DWELLING",33.9659,-118.2813
"213",230300990,"10/23/2023 12:00:00 AM",2110,3,"Southwest",231,"ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER",22,"X","X",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0155,-118.3002
"214",211904745,"01/21/2021 12:00:00 AM",245,19,"Mission",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",23,"X","X",401,"MINI-MART",34.2631,-118.4673
"215",231014849,"09/25/2023 12:00:00 AM",1,10,"West Valley",627,"CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT",11,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1745,-118.5384
"216",211315618,"09/10/2021 12:00:00 AM",1230,13,"Newton",210,"ROBBERY",60,"F","H",102,"SIDEWALK",33.9862,-118.2794
"217",201007882,"04/09/2020 12:00:00 AM",130,10,"West Valley",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",0,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1722,-118.522
"218",230312661,"06/16/2023 12:00:00 AM",2200,3,"Southwest",626,"INTIMATE PARTNER - SIMPLE ASSAULT",27,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0289,-118.3563
"219",221214659,"06/02/2022 12:00:00 AM",32,12,"77th Street",354,"THEFT OF IDENTITY",33,"F","H",501,"SINGLE FAMILY DWELLING",33.9745,-118.333
"220",230107850,"02/28/2023 12:00:00 AM",1445,1,"Central",624,"BATTERY - SIMPLE ASSAULT",47,"F","W",203,"OTHER BUSINESS",34.0491,-118.2558
"221",231320925,"11/20/2023 12:00:00 AM",1946,13,"Newton",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"M","W",401,"MINI-MART",34.0153,-118.2604
"222",241704889,"01/20/2024 12:00:00 AM",1740,17,"Devonshire",330,"BURGLARY FROM VEHICLE",21,"F","H",108,"PARKING LOT",34.2609,-118.5346
"223",201010395,"06/25/2020 12:00:00 AM",1903,10,"West Valley",440,"THEFT PLAIN - PETTY ($950 & UNDER)",39,"M","W",501,"SINGLE FAMILY DWELLING",34.1685,-118.5659
"224",231105553,"02/10/2023 12:00:00 AM",155,11,"Northeast",624,"BATTERY - SIMPLE ASSAULT",49,"M","B",203,"OTHER BUSINESS",34.108,-118.2719
"225",231411382,"05/26/2023 12:00:00 AM",1630,14,"Pacific",624,"BATTERY - SIMPLE ASSAULT",31,"F","H",102,"SIDEWALK",33.9949,-118.4089
"226",242007146,"03/08/2024 12:00:00 AM",1730,20,"Olympic",440,"THEFT PLAIN - PETTY ($950 & UNDER)",63,"M","W",922,"MTA - PURPLE LINE - WILSHIRE/WESTERN",34.0636,-118.3047
"227",230611948,"07/01/2023 12:00:00 AM",45,6,"Hollywood",352,"PICKPOCKET",21,"F","W",735,"NIGHT CLUB (OPEN EVENINGS ONLY)",34.1016,-118.3321
"228",220504106,"01/03/2022 12:00:00 AM",1530,5,"Harbor",510,"VEHICLE - STOLEN",0,"","",151,"TOW YARD*",33.7739,-118.2678
"229",221214936,"06/30/2022 12:00:00 AM",1830,12,"77th Street",761,"BRANDISH WEAPON",46,"F","B",101,"STREET",33.9899,-118.3002
"230",230306855,"02/23/2023 12:00:00 AM",2200,3,"Southwest",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0268,-118.3528
"231",230907985,"04/10/2023 12:00:00 AM",405,9,"Van Nuys",310,"BURGLARY",64,"M","W",210,"RESTAURANT/FAST FOOD",34.1836,-118.4355
"232",240104986,"01/15/2024 12:00:00 AM",750,1,"Central",888,"TRESPASSING",0,"X","X",135,"MTA PROPERTY OR PARKING LOT",34.0549,-118.2511
"233",240807227,"03/22/2024 12:00:00 AM",1800,8,"West LA",510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT",34.0461,-118.4581
"234",241806350,"02/01/2024 12:00:00 AM",1,18,"Southeast",845,"SEX OFFENDER REGISTRANT OUT OF COMPLIANCE",0,"X","X",726,"POLICE FACILITY",33.9465,-118.2739
"235",201305849,"02/01/2020 12:00:00 AM",1040,13,"Newton",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",48,"M","H",102,"SIDEWALK",33.9952,-118.274
"236",221504573,"01/16/2022 12:00:00 AM",330,15,"N Hollywood",510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT",34.1962,-118.3911
"237",210212922,"08/05/2021 12:00:00 AM",1930,2,"Rampart",812,"CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)",11,"F","H",802,"MUNICIPAL BUS LINE INCLUDES LADOT/DASH",34.0576,-118.2752
"238",211504014,"12/30/2020 12:00:00 AM",800,15,"N Hollywood",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",0,"M","O",101,"STREET",34.134,-118.345
"239",220306858,"03/02/2022 12:00:00 AM",955,3,"Southwest",354,"THEFT OF IDENTITY",42,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0107,-118.3467
"240",231313510,"07/06/2023 12:00:00 AM",1530,13,"Newton",310,"BURGLARY",0,"M","W",203,"OTHER BUSINESS",34.0326,-118.23
"241",230315936,"08/31/2023 12:00:00 AM",2200,3,"Southwest",624,"BATTERY - SIMPLE ASSAULT",42,"M","H",102,"SIDEWALK",34.0355,-118.3003
"242",201105531,"02/04/2020 12:00:00 AM",1045,11,"Northeast",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",60,"F","O",501,"SINGLE FAMILY DWELLING",34.1123,-118.2102
"243",240904210,"12/24/2023 12:00:00 AM",2032,9,"Van Nuys",310,"BURGLARY",33,"F","W",501,"SINGLE FAMILY DWELLING",34.1612,-118.4574
"244",240607188,"03/09/2024 12:00:00 AM",300,6,"Hollywood",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",29,"M","A",503,"HOTEL",34.0998,-118.3295
"245",210907449,"03/27/2021 12:00:00 AM",2000,9,"Van Nuys",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",38,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.2011,-118.4686
"246",200105348,"01/20/2020 12:00:00 AM",2205,1,"Central",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",64,"M","B",101,"STREET",34.0412,-118.2436
"247",241712459,"08/31/2024 12:00:00 AM",2359,17,"Devonshire",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.2243,-118.5623
"248",241106715,"03/13/2024 12:00:00 AM",1100,11,"Northeast",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,"M","H",108,"PARKING LOT",34.1207,-118.2641
"249",221716805,"12/01/2022 12:00:00 AM",2150,17,"Devonshire",626,"INTIMATE PARTNER - SIMPLE ASSAULT",69,"F","W",501,"SINGLE FAMILY DWELLING",34.254,-118.5198
"250",230320789,"12/04/2023 12:00:00 AM",426,3,"Southwest",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,"","",108,"PARKING LOT",34.0099,-118.3089
"251",230307866,"03/16/2023 12:00:00 AM",1230,3,"Southwest",626,"INTIMATE PARTNER - SIMPLE ASSAULT",23,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.017,-118.3477
"252",212113313,"08/27/2021 12:00:00 AM",2000,21,"Topanga",330,"BURGLARY FROM VEHICLE",30,"F","B",108,"PARKING LOT",34.1829,-118.6102
"253",221804570,"01/10/2022 12:00:00 AM",1000,18,"Southeast",440,"THEFT PLAIN - PETTY ($950 & UNDER)",34,"F","H",121,"YARD (RESIDENTIAL/BUSINESS)",33.9492,-118.2739
"254",211509401,"05/17/2021 12:00:00 AM",2230,15,"N Hollywood",343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",0,"M","O",101,"STREET",34.143,-118.3727
"255",231707668,"08/03/2021 12:00:00 AM",925,17,"Devonshire",354,"THEFT OF IDENTITY",49,"M","W",501,"SINGLE FAMILY DWELLING",34.2677,-118.4946
"256",201007095,"03/10/2020 12:00:00 AM",1600,10,"West Valley",330,"BURGLARY FROM VEHICLE",22,"M","O",101,"STREET",34.2047,-118.5531
"257",240400523,"01/05/2024 12:00:00 AM",1830,4,"Hollenbeck",310,"BURGLARY",0,"X","X",203,"OTHER BUSINESS",34.035,-118.2242
"258",231015601,"11/04/2023 12:00:00 AM",1300,10,"West Valley",330,"BURGLARY FROM VEHICLE",37,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1939,-118.5373
"259",231419702,"11/02/2023 12:00:00 AM",900,14,"Pacific",510,"VEHICLE - STOLEN",0,"","",104,"DRIVEWAY",33.9954,-118.4689
"260",232113504,"08/29/2023 12:00:00 AM",2200,21,"Topanga",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.201,-118.5977
"261",230906852,"03/13/2023 12:00:00 AM",1750,9,"Van Nuys",626,"INTIMATE PARTNER - SIMPLE ASSAULT",37,"F","H",710,"OTHER PREMISE",34.1721,-118.4225
"262",200112396,"05/29/2020 12:00:00 AM",2000,1,"Central",310,"BURGLARY",47,"M","W",210,"RESTAURANT/FAST FOOD",34.0502,-118.2574
"263",232009679,"01/05/2023 12:00:00 AM",1332,20,"Olympic",440,"THEFT PLAIN - PETTY ($950 & UNDER)",34,"M","B",116,"OTHER/OUTSIDE",34.0491,-118.3041
"264",201207295,"02/16/2020 12:00:00 AM",2040,12,"77th Street",210,"ROBBERY",29,"M","H",108,"PARKING LOT",33.9746,-118.3024
"265",211408002,"02/01/2021 12:00:00 AM",800,14,"Pacific",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",707,"GARAGE/CARPORT",33.9868,-118.4451
"266",242107069,"03/19/2024 12:00:00 AM",2130,21,"Topanga",330,"BURGLARY FROM VEHICLE",20,"F","W",101,"STREET",34.1788,-118.5757
"267",211907582,"02/26/2021 12:00:00 AM",1200,19,"Mission",354,"THEFT OF IDENTITY",75,"F","W",501,"SINGLE FAMILY DWELLING",34.2683,-118.4695
"268",230811102,"06/12/2023 12:00:00 AM",2000,8,"West LA",480,"BIKE - STOLEN",37,"M","W",121,"YARD (RESIDENTIAL/BUSINESS)",34.0557,-118.3857
"269",241110599,"08/30/2024 12:00:00 AM",32,11,"Northeast",956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",50,"F","O",501,"SINGLE FAMILY DWELLING",34.091,-118.2775
"270",231000522,"01/16/2023 12:00:00 AM",2329,10,"West Valley",310,"BURGLARY",0,"M","W",203,"OTHER BUSINESS",34.166,-118.5289
"271",230113592,"06/04/2023 12:00:00 AM",720,1,"Central",330,"BURGLARY FROM VEHICLE",25,"M","H",108,"PARKING LOT",34.0382,-118.2417
"272",210615144,"08/29/2021 12:00:00 AM",1510,6,"Hollywood",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",19,"F","B",108,"PARKING LOT",34.1004,-118.3387
"273",200108265,"03/02/2020 12:00:00 AM",1415,1,"Central",624,"BATTERY - SIMPLE ASSAULT",62,"M","B",101,"STREET",34.0474,-118.2496
"274",210705392,"02/03/2021 12:00:00 AM",1340,7,"Wilshire",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"M","O",203,"OTHER BUSINESS",34.0761,-118.3616
"275",212112459,"08/11/2021 12:00:00 AM",1443,21,"Topanga",210,"ROBBERY",31,"M","O",203,"OTHER BUSINESS",34.201,-118.5982
"276",212006609,"03/13/2021 12:00:00 AM",2130,20,"Olympic",626,"INTIMATE PARTNER - SIMPLE ASSAULT",16,"F","H",501,"SINGLE FAMILY DWELLING",34.0799,-118.3046
"277",200607661,"03/06/2020 12:00:00 AM",2250,6,"Hollywood",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",20,"F","C",710,"OTHER PREMISE",34.098,-118.3252
"278",240104119,"01/03/2024 12:00:00 AM",1,1,"Central",627,"CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT",15,"F","H",503,"HOTEL",34.0466,-118.2555
"279",220619207,"11/19/2022 12:00:00 AM",1330,6,"Hollywood",624,"BATTERY - SIMPLE ASSAULT",19,"F","B",122,"VEHICLE, PASSENGER/TRUCK",34.1244,-118.3219
"280",200411070,"07/21/2020 12:00:00 AM",1030,4,"Hollenbeck",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.092,-118.204
"281",221209522,"04/05/2022 12:00:00 AM",1310,12,"77th Street",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",40,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.9863,-118.2881
"282",220910529,"06/17/2022 12:00:00 AM",2045,9,"Van Nuys",888,"TRESPASSING",59,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1721,-118.4334
"283",231910292,"06/02/2023 12:00:00 AM",1735,19,"Mission",440,"THEFT PLAIN - PETTY ($950 & UNDER)",53,"M","H",116,"OTHER/OUTSIDE",34.216,-118.4678
"284",220412169,"08/17/2022 12:00:00 AM",2325,4,"Hollenbeck",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",48,"F","H",104,"DRIVEWAY",34.0386,-118.2201
"285",220109422,"03/31/2022 12:00:00 AM",2105,1,"Central",440,"THEFT PLAIN - PETTY ($950 & UNDER)",54,"M","H",101,"STREET",34.0459,-118.2579
"286",231806500,"02/17/2023 12:00:00 AM",1900,18,"Southeast",510,"VEHICLE - STOLEN",0,"","",101,"STREET",33.9438,-118.287
"287",210312556,"07/03/2021 12:00:00 AM",2030,3,"Southwest",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0089,-118.3002
"288",221421167,"12/07/2022 12:00:00 AM",1700,14,"Pacific",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",65,"M","W",101,"STREET",34.0022,-118.4275
"289",200217616,"11/08/2020 12:00:00 AM",1524,2,"Rampart",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",401,"MINI-MART",34.0619,-118.2817
"290",242106985,"03/05/2024 12:00:00 AM",2300,21,"Topanga",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",38,"M","W",501,"SINGLE FAMILY DWELLING",34.1915,-118.5843
"291",220612409,"06/29/2022 12:00:00 AM",715,6,"Hollywood",946,"OTHER MISCELLANEOUS CRIME",0,"X","X",252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",34.1,-118.3113
"292",221511740,"06/30/2022 12:00:00 AM",2315,15,"N Hollywood",210,"ROBBERY",30,"M","H",101,"STREET",34.1687,-118.3944
"293",231321867,"12/10/2023 12:00:00 AM",2200,13,"Newton",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0144,-118.2705
"294",220220071,"11/11/2022 12:00:00 AM",1500,2,"Rampart",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.073,-118.2513
"295",211513536,"08/22/2021 12:00:00 AM",2300,15,"N Hollywood",330,"BURGLARY FROM VEHICLE",32,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1385,-118.3681
"296",232111330,"07/06/2023 12:00:00 AM",1800,21,"Topanga",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",35,"M","X",404,"DEPARTMENT STORE",34.1938,-118.6044
